event_id,datetime,date,direction,event_type,intensity,x_km,y_km
E00273,2026-09-03 14:58:00,2026-09-03,Напрямок В,Удар БпЛА,2.0,33.36,22.86
E00268,2026-09-03 14:59:00,2026-09-03,Напрямок Б,Удар БпЛА,2.0,20.63,25.78
E00264,2026-09-03 15:30:00,2026-09-03,Напрямок А,Артобстріл,1.0,9.7,29.85
E00270,2026-09-03 16:30:00,2026-09-03,Напрямок Б,Авіаудар (КАБ),4.0,26.77,23.4
E00275,2026-09-03 19:20:00,2026-09-03,Напрямок Г,Дії ДРГ,5.0,55.26,12.91
E00267,2026-09-03 20:18:00,2026-09-03,Напрямок Б,Артобстріл,1.0,26.83,21.82
E00265,2026-09-03 20:48:00,2026-09-03,Напрямок А,Авіаудар (КАБ),3.0,6.44,31.81
E00277,2026-09-04 01:06:00,2026-09-04,Напрямок А,Авіаудар (КАБ),2.0,7.66,23.63
E00283,2026-09-04 03:28:00,2026-09-04,Напрямок Б,Удар БпЛА,3.0,23.23,27.01
E00286,2026-09-04 03:46:00,2026-09-04,Напрямок Б,Артобстріл,1.0,21.43,23.3
E00290,2026-09-04 05:54:00,2026-09-04,Напрямок В,Штурмові дії,2.0,35.19,15.93
E00295,2026-09-04 06:00:00,2026-09-04,Напрямок Г,Артобстріл,1.0,51.47,13.57
E00294,2026-09-04 08:35:00,2026-09-04,Напрямок Г,Дії ДРГ,1.0,50.32,17.22
E00276,2026-09-04 11:44:00,2026-09-04,Напрямок А,Артобстріл,1.0,13.09,27.76
E00292,2026-09-04 12:25:00,2026-09-04,Напрямок Г,Удар БпЛА,1.0,52.89,14.12
E00279,2026-09-04 14:10:00,2026-09-04,Напрямок А,Артобстріл,1.0,8.38,33.8
E00291,2026-09-04 15:47:00,2026-09-04,Напрямок В,Артобстріл,1.0,39.32,16.2
E00293,2026-09-04 16:03:00,2026-09-04,Напрямок Г,Артобстріл,2.0,50.37,12.46
E00278,2026-09-04 16:15:00,2026-09-04,Напрямок А,Артобстріл,1.0,6.54,33.8
E00280,2026-09-04 17:22:00,2026-09-04,Напрямок А,Дії ДРГ,1.0,7.78,33.03
E00281,2026-09-04 17:30:00,2026-09-04,Напрямок А,Артобстріл,2.0,7.63,28.57
E00282,2026-09-04 18:15:00,2026-09-04,Напрямок Б,Удар БпЛА,1.0,22.08,19.87
E00288,2026-09-04 18:36:00,2026-09-04,Напрямок В,Артобстріл,1.0,41.53,17.05
E00284,2026-09-04 19:05:00,2026-09-04,Напрямок Б,Штурмові дії,3.0,29.0,25.65
E00289,2026-09-04 19:08:00,2026-09-04,Напрямок В,Удар БпЛА,2.0,30.75,15.96
E00287,2026-09-04 20:51:00,2026-09-04,Напрямок Б,Штурмові дії,1.0,21.87,24.25
E00285,2026-09-04 21:06:00,2026-09-04,Напрямок Б,Штурмові дії,4.0,19.18,24.18
E00310,2026-09-05 00:19:00,2026-09-05,Напрямок Г,Дії ДРГ,3.0,46.1,13.66
E00297,2026-09-05 00:52:00,2026-09-05,Напрямок Б,Артобстріл,1.0,21.27,24.98
E00299,2026-09-05 01:38:00,2026-09-05,Напрямок Б,Артобстріл,1.0,21.81,26.83
E00306,2026-09-05 01:38:00,2026-09-05,Напрямок Г,Дії ДРГ,3.0,52.53,12.21
E00305,2026-09-05 08:29:00,2026-09-05,Напрямок В,Артобстріл,3.0,35.49,18.81
E00301,2026-09-05 08:38:00,2026-09-05,Напрямок Б,Удар БпЛА,1.0,17.87,23.02
E00302,2026-09-05 11:41:00,2026-09-05,Напрямок В,Артобстріл,1.0,36.68,15.23
E00304,2026-09-05 12:02:00,2026-09-05,Напрямок В,Дії ДРГ,1.0,35.05,19.08
E00309,2026-09-05 13:02:00,2026-09-05,Напрямок Г,Артобстріл,1.0,44.39,13.61
E00298,2026-09-05 15:35:00,2026-09-05,Напрямок Б,Артобстріл,1.0,22.93,24.35
E00296,2026-09-05 18:46:00,2026-09-05,Напрямок А,Удар БпЛА,3.0,8.89,31.45
E00308,2026-09-05 19:51:00,2026-09-05,Напрямок Г,Удар БпЛА,2.0,44.94,11.75
E00300,2026-09-05 20:07:00,2026-09-05,Напрямок Б,Штурмові дії,4.0,24.7,22.91
E00303,2026-09-05 20:27:00,2026-09-05,Напрямок В,Артобстріл,1.0,39.89,19.35
E00307,2026-09-05 20:57:00,2026-09-05,Напрямок Г,Дії ДРГ,2.0,47.8,13.56
E00327,2026-09-06 00:12:00,2026-09-06,Напрямок Б,Удар БпЛА,1.0,20.71,23.34
E00317,2026-09-06 01:15:00,2026-09-06,Напрямок А,Артобстріл,1.0,8.35,32.76
E00334,2026-09-06 02:08:00,2026-09-06,Напрямок В,Авіаудар (КАБ),3.0,44.9,18.5
E00316,2026-09-06 03:25:00,2026-09-06,Напрямок А,Удар БпЛА,3.0,8.45,27.35
E00315,2026-09-06 04:13:00,2026-09-06,Напрямок А,Дії ДРГ,1.0,12.4,28.82
E00313,2026-09-06 04:28:00,2026-09-06,Напрямок А,Артобстріл,1.0,5.85,35.47
E00314,2026-09-06 05:14:00,2026-09-06,Напрямок А,Артобстріл,1.0,10.55,34.32
E00312,2026-09-06 05:34:00,2026-09-06,Напрямок А,Дії ДРГ,3.0,5.22,29.6
E00319,2026-09-06 06:24:00,2026-09-06,Напрямок А,Авіаудар (КАБ),4.0,4.96,32.23
E00332,2026-09-06 06:25:00,2026-09-06,Напрямок В,Артобстріл,4.0,37.66,20.36
E00322,2026-09-06 07:00:00,2026-09-06,Напрямок Б,Штурмові дії,2.0,25.23,22.22
E00329,2026-09-06 07:34:00,2026-09-06,Напрямок Б,Штурмові дії,2.0,23.15,21.69
E00335,2026-09-06 07:47:00,2026-09-06,Напрямок В,Удар БпЛА,1.0,40.15,22.32
E00330,2026-09-06 08:31:00,2026-09-06,Напрямок Б,Артобстріл,3.0,25.3,27.74
E00340,2026-09-06 09:16:00,2026-09-06,Напрямок Г,Удар БпЛА,1.0,51.83,10.64
E00339,2026-09-06 09:40:00,2026-09-06,Напрямок Г,Штурмові дії,3.0,51.12,12.82
E00325,2026-09-06 09:44:00,2026-09-06,Напрямок Б,Удар БпЛА,1.0,25.86,22.62
E00333,2026-09-06 10:32:00,2026-09-06,Напрямок В,Удар БпЛА,2.0,37.01,14.93
E00323,2026-09-06 10:33:00,2026-09-06,Напрямок Б,Удар БпЛА,1.0,28.07,24.76
E00338,2026-09-06 11:12:00,2026-09-06,Напрямок В,Артобстріл,1.0,42.74,18.64
E00321,2026-09-06 13:13:00,2026-09-06,Напрямок Б,Авіаудар (КАБ),5.0,22.79,24.48
E00320,2026-09-06 13:53:00,2026-09-06,Напрямок Б,Удар БпЛА,1.0,24.17,23.82
E00342,2026-09-06 14:02:00,2026-09-06,Напрямок Г,Дії ДРГ,4.0,53.03,11.79
E00341,2026-09-06 17:55:00,2026-09-06,Напрямок Г,Дії ДРГ,1.0,56.25,13.08
E00345,2026-09-06 18:00:00,2026-09-06,Напрямок Г,Артобстріл,2.0,56.02,9.33
E00324,2026-09-06 18:46:00,2026-09-06,Напрямок Б,Удар БпЛА,4.0,23.16,22.04
E00337,2026-09-06 18:59:00,2026-09-06,Напрямок В,Штурмові дії,3.0,39.92,19.3
E00328,2026-09-06 19:51:00,2026-09-06,Напрямок Б,Дії ДРГ,1.0,23.88,23.57
E00343,2026-09-06 20:15:00,2026-09-06,Напрямок Г,Дії ДРГ,2.0,51.94,17.04
E00344,2026-09-06 20:52:00,2026-09-06,Напрямок Г,Артобстріл,3.0,48.79,16.36
E00311,2026-09-06 21:23:00,2026-09-06,Напрямок А,Дії ДРГ,1.0,11.75,32.66
E00318,2026-09-06 21:42:00,2026-09-06,Напрямок А,Удар БпЛА,1.0,9.3,32.15
E00336,2026-09-06 21:43:00,2026-09-06,Напрямок В,Авіаудар (КАБ),4.0,38.97,15.55
E00326,2026-09-06 23:47:00,2026-09-06,Напрямок Б,Авіаудар (КАБ),3.0,22.05,21.65
E00331,2026-09-06 23:58:00,2026-09-06,Напрямок В,Удар БпЛА,2.0,38.72,20.38
E00377,2026-09-07 00:27:00,2026-09-07,Напрямок Г,Штурмові дії,4.0,51.7,10.16
E00360,2026-09-07 00:27:00,2026-09-07,Напрямок Б,Штурмові дії,,16.38,21.49
E00348,2026-09-07 00:34:00,2026-09-07,Напрямок А,Штурмові дії,3.0,7.51,32.36
E00353,2026-09-07 00:40:00,2026-09-07,Напрямок А,Дії ДРГ,2.0,13.59,31.56
E00346,2026-09-07 01:32:00,2026-09-07,Напрямок А,Дії ДРГ,2.0,4.67,31.67
E00350,2026-09-07 01:33:00,2026-09-07,Напрямок А,Дії ДРГ,1.0,5.96,28.8
E00356,2026-09-07 01:48:00,2026-09-07,Напрямок А,Артобстріл,2.0,16.65,30.23
E00374,2026-09-07 02:07:00,2026-09-07,Напрямок В,Штурмові дії,5.0,35.66,12.7
E00379,2026-09-07 02:43:00,2026-09-07,Напрямок Г,Штурмові дії,2.0,46.98,13.83
E00363,2026-09-07 04:16:00,2026-09-07,Напрямок Б,Штурмові дії,4.0,17.66,24.84
E00373,2026-09-07 04:39:00,2026-09-07,Напрямок В,Артобстріл,2.0,36.18,19.3
E00352,2026-09-07 08:04:00,2026-09-07,Напрямок А,Штурмові дії,3.0,10.01,31.95
E00371,2026-09-07 08:33:00,2026-09-07,Напрямок В,Дії ДРГ,3.0,36.84,15.22
E00366,2026-09-07 09:21:00,2026-09-07,Напрямок В,Удар БпЛА,2.0,43.94,15.72
E00358,2026-09-07 12:14:00,2026-09-07,Напрямок А,Удар БпЛА,2.0,7.47,27.87
E00372,2026-09-07 13:49:00,2026-09-07,Напрямок В,Артобстріл,4.0,35.01,17.28
E00359,2026-09-07 13:55:00,2026-09-07,Напрямок Б,Штурмові дії,3.0,18.43,27.14
E00357,2026-09-07 15:05:00,2026-09-07,Напрямок А,Авіаудар (КАБ),2.0,3.98,27.92
E00362,2026-09-07 15:29:00,2026-09-07,Напрямок Б,Штурмові дії,3.0,23.35,20.33
E00347,2026-09-07 15:51:00,2026-09-07,Напрямок А,Артобстріл,2.0,7.21,26.27
E00361,2026-09-07 15:55:00,2026-09-07,Напрямок Б,Удар БпЛА,4.0,25.99,22.54
E00367,2026-09-07 16:25:00,2026-09-07,Напрямок В,Артобстріл,1.0,39.66,21.48
E00376,2026-09-07 16:42:00,2026-09-07,Напрямок Г,Артобстріл,2.0,49.07,14.91
E00364,2026-09-07 16:45:00,2026-09-07,Напрямок Б,Удар БпЛА,1.0,24.59,24.37
E00351,2026-09-07 17:24:00,2026-09-07,Напрямок А,Удар БпЛА,2.0,4.13,32.2
E00369,2026-09-07 17:48:00,2026-09-07,Напрямок В,Артобстріл,2.0,38.35,18.05
E00349,2026-09-07 18:01:00,2026-09-07,Напрямок А,Дії ДРГ,1.0,12.95,33.41
E00355,2026-09-07 18:18:00,2026-09-07,Напрямок А,Удар БпЛА,3.0,7.71,26.92
E00368,2026-09-07 18:41:00,2026-09-07,Напрямок В,Удар БпЛА,2.0,36.85,16.23
E00378,2026-09-07 20:10:00,2026-09-07,Напрямок Г,Дії ДРГ,2.0,54.38,12.69
E00365,2026-09-07 20:15:00,2026-09-07,Напрямок Б,Штурмові дії,5.0,19.59,24.24
E00354,2026-09-07 22:13:00,2026-09-07,Напрямок А,Дії ДРГ,2.0,10.28,31.15
E00375,2026-09-07 23:06:00,2026-09-07,Напрямок Г,Артобстріл,2.0,53.66,11.29
E00370,2026-09-07 23:25:00,2026-09-07,Напрямок В,Артобстріл,1.0,33.57,22.49
E00403,2026-09-08 00:37:00,2026-09-08,Напрямок В,Артобстріл,3.0,41.78,17.1
E00388,2026-09-08 01:11:00,2026-09-08,Напрямок Б,Авіаудар (КАБ),2.0,22.51,28.48
E00404,2026-09-08 01:29:00,2026-09-08,Напрямок В,Удар БпЛА,2.0,37.31,15.63
E00398,2026-09-08 01:58:00,2026-09-08,Напрямок В,Артобстріл,2.0,31.89,17.62
E00400,2026-09-08 02:10:00,2026-09-08,Напрямок В,Дії ДРГ,1.0,41.84,23.04
E00396,2026-09-08 02:31:00,2026-09-08,Напрямок Б,Артобстріл,2.0,24.81,24.37
E00383,2026-09-08 03:08:00,2026-09-08,Напрямок А,Дії ДРГ,1.0,11.67,26.9
E00408,2026-09-08 03:16:00,2026-09-08,Напрямок Г,Артобстріл,3.0,54.07,15.09
E00380,2026-09-08 03:25:00,2026-09-08,Напрямок А,Артобстріл,2.0,7.2,30.84
E00411,2026-09-08 05:04:00,2026-09-08,Напрямок Г,Артобстріл,3.0,54.66,10.24
E00406,2026-09-08 05:18:00,2026-09-08,Напрямок Г,Удар БпЛА,2.0,51.16,14.45
E00397,2026-09-08 05:32:00,2026-09-08,Напрямок Б,Артобстріл,3.0,26.73,29.47
E00402,2026-09-08 05:37:00,2026-09-08,Напрямок В,Артобстріл,3.0,38.22,19.55
E00382,2026-09-08 07:07:00,2026-09-08,Напрямок А,Артобстріл,3.0,10.28,27.75
E00410,2026-09-08 07:12:00,2026-09-08,Напрямок Г,Удар БпЛА,3.0,52.57,9.2
E00407,2026-09-08 08:31:00,2026-09-08,Напрямок Г,Удар БпЛА,2.0,51.45,10.4
E00391,2026-09-08 08:33:00,2026-09-08,Напрямок Б,Артобстріл,3.0,20.91,22.06
E00395,2026-09-08 10:29:00,2026-09-08,Напрямок Б,Артобстріл,4.0,23.22,24.8
E00409,2026-09-08 11:06:00,2026-09-08,Напрямок Г,Дії ДРГ,2.0,52.55,10.91
E00405,2026-09-08 11:17:00,2026-09-08,Напрямок В,Артобстріл,1.0,44.28,19.56
E00390,2026-09-08 11:34:00,2026-09-08,Напрямок Б,Артобстріл,1.0,22.2,22.51
E00384,2026-09-08 12:09:00,2026-09-08,Напрямок А,Дії ДРГ,3.0,9.79,31.12
E00386,2026-09-08 13:45:00,2026-09-08,Напрямок А,Артобстріл,3.0,7.16,29.33
E00389,2026-09-08 14:06:00,2026-09-08,Напрямок Б,Удар БпЛА,2.0,17.47,19.95
E00401,2026-09-08 14:40:00,2026-09-08,Напрямок В,Штурмові дії,2.0,41.41,15.81
E00393,2026-09-08 15:13:00,2026-09-08,Напрямок Б,Удар БпЛА,2.0,18.81,26.28
E00399,2026-09-08 18:35:00,2026-09-08,Напрямок В,Артобстріл,1.0,44.04,15.1
E00412,2026-09-08 18:43:00,2026-09-08,Напрямок Г,Дії ДРГ,2.0,49.43,11.1
E00392,2026-09-08 18:56:00,2026-09-08,Напрямок Б,Артобстріл,1.0,18.37,20.67
E00387,2026-09-08 19:05:00,2026-09-08,Напрямок А,Удар БпЛА,1.0,5.8,31.19
E00381,2026-09-08 20:01:00,2026-09-08,Напрямок А,Артобстріл,3.0,13.03,27.76
E00394,2026-09-08 20:47:00,2026-09-08,Напрямок Б,Артобстріл,1.0,21.11,23.44
E00385,2026-09-08 21:38:00,2026-09-08,Напрямок А,Артобстріл,2.0,9.8,34.3
E00425,2026-09-09 00:14:00,2026-09-09,Напрямок В,Артобстріл,2.0,36.74,20.05
E00433,2026-09-09 02:13:00,2026-09-09,Напрямок Г,Артобстріл,1.0,52.53,10.66
E00426,2026-09-09 02:24:00,2026-09-09,Напрямок В,Удар БпЛА,2.0,37.64,16.94
E00432,2026-09-09 06:27:00,2026-09-09,Напрямок Г,Артобстріл,2.0,49.74,15.32
E00419,2026-09-09 06:46:00,2026-09-09,Напрямок Б,Штурмові дії,3.0,17.73,24.98
E00427,2026-09-09 07:38:00,2026-09-09,Напрямок В,Удар БпЛА,2.0,36.74,14.44
E00437,2026-09-09 08:14:00,2026-09-09,Напрямок Г,Артобстріл,2.0,49.5,6.95
E00421,2026-09-09 08:50:00,2026-09-09,Напрямок В,Удар БпЛА,2.0,39.96,19.41
E00436,2026-09-09 10:03:00,2026-09-09,Напрямок Г,Артобстріл,3.0,51.62,12.62
E00439,2026-09-09 10:41:00,2026-09-09,Напрямок Г,Дії ДРГ,3.0,52.31,16.0
E00420,2026-09-09 11:09:00,2026-09-09,Напрямок Б,Артобстріл,2.0,18.25,20.54
E00431,2026-09-09 11:24:00,2026-09-09,Напрямок Г,Дії ДРГ,4.0,53.08,12.91
E00415,2026-09-09 12:33:00,2026-09-09,Напрямок А,Артобстріл,1.0,5.04,32.85
E00429,2026-09-09 14:37:00,2026-09-09,Напрямок В,Удар БпЛА,1.0,35.37,15.16
E00423,2026-09-09 15:08:00,2026-09-09,Напрямок В,Авіаудар (КАБ),2.0,38.19,21.11
E00438,2026-09-09 15:13:00,2026-09-09,Напрямок Г,Удар БпЛА,1.0,52.22,12.01
E00434,2026-09-09 15:59:00,2026-09-09,Напрямок Г,Дії ДРГ,1.0,51.28,13.86
E00414,2026-09-09 18:14:00,2026-09-09,Напрямок А,Авіаудар (КАБ),3.0,6.75,29.57
E00416,2026-09-09 18:59:00,2026-09-09,Напрямок Б,Авіаудар (КАБ),3.0,19.84,22.13
E00430,2026-09-09 19:08:00,2026-09-09,Напрямок Г,Дії ДРГ,2.0,51.17,10.15
E00435,2026-09-09 20:15:00,2026-09-09,Напрямок Г,Штурмові дії,4.0,55.79,14.45
E00422,2026-09-09 20:53:00,2026-09-09,Напрямок В,Удар БпЛА,3.0,42.63,15.44
E00424,2026-09-09 20:59:00,2026-09-09,Напрямок В,Удар БпЛА,1.0,38.55,17.44
E00413,2026-09-09 21:15:00,2026-09-09,Напрямок А,Артобстріл,1.0,1.93,30.59
E00428,2026-09-09 21:25:00,2026-09-09,Напрямок В,Дії ДРГ,1.0,40.17,19.01
E00418,2026-09-09 21:34:00,2026-09-09,Напрямок Б,Штурмові дії,3.0,29.53,24.94
E00417,2026-09-09 23:16:00,2026-09-09,Напрямок Б,Артобстріл,2.0,26.69,26.61
E00451,2026-09-10 00:17:00,2026-09-10,Напрямок Б,Штурмові дії,3.0,20.48,25.18
E00449,2026-09-10 00:22:00,2026-09-10,Напрямок А,Дії ДРГ,1.0,6.89,29.0
E00464,2026-09-10 00:47:00,2026-09-10,Напрямок Б,Артобстріл,1.0,16.97,21.33
E00447,2026-09-10 01:26:00,2026-09-10,Напрямок А,Удар БпЛА,2.0,14.72,31.19
E00478,2026-09-10 02:10:00,2026-09-10,Напрямок Г,Артобстріл,2.0,51.05,13.94
E00469,2026-09-10 02:16:00,2026-09-10,Напрямок В,Удар БпЛА,1.0,39.38,18.68
E00472,2026-09-10 02:55:00,2026-09-10,Напрямок В,Штурмові дії,1.0,46.35,18.78
E00440,2026-09-10 04:20:00,2026-09-10,Напрямок А,Штурмові дії,2.0,9.85,29.83
E00456,2026-09-10 04:26:00,2026-09-10,Напрямок Б,Удар БпЛА,2.0,19.59,22.94
E00446,2026-09-10 05:55:00,2026-09-10,Напрямок А,Дії ДРГ,1.0,12.28,30.26
E00458,2026-09-10 05:56:00,2026-09-10,Напрямок Б,Удар БпЛА,2.0,23.22,26.12
E00461,2026-09-10 07:02:00,2026-09-10,Напрямок Б,Удар БпЛА,3.0,27.41,23.89
E00445,2026-09-10 07:08:00,2026-09-10,Напрямок А,Артобстріл,2.0,8.38,33.01
E00479,2026-09-10 07:42:00,2026-09-10,Напрямок Г,Артобстріл,1.0,54.31,9.85
E00473,2026-09-10 08:17:00,2026-09-10,Напрямок Г,Штурмові дії,3.0,52.53,10.35
E00452,2026-09-10 10:08:00,2026-09-10,Напрямок Б,Артобстріл,1.0,22.73,21.74
E00476,2026-09-10 10:33:00,2026-09-10,Напрямок Г,Авіаудар (КАБ),2.0,51.59,14.14
E00468,2026-09-10 11:01:00,2026-09-10,Напрямок В,Авіаудар (КАБ),3.0,38.11,17.02
E00455,2026-09-10 11:25:00,2026-09-10,Напрямок Б,Удар БпЛА,3.0,25.72,23.28
E00467,2026-09-10 11:26:00,2026-09-10,Напрямок В,Артобстріл,3.0,38.37,17.62
E00462,2026-09-10 11:48:00,2026-09-10,Напрямок Б,Артобстріл,1.0,20.87,26.54
E00466,2026-09-10 12:24:00,2026-09-10,Напрямок Б,Артобстріл,2.0,22.45,25.92
E00474,2026-09-10 12:44:00,2026-09-10,Напрямок Г,Дії ДРГ,3.0,53.62,12.9
E00457,2026-09-10 12:53:00,2026-09-10,Напрямок Б,Авіаудар (КАБ),3.0,26.8,23.38
E00443,2026-09-10 12:54:00,2026-09-10,Напрямок А,Удар БпЛА,3.0,11.59,31.1
E00465,2026-09-10 14:05:00,2026-09-10,Напрямок Б,Удар БпЛА,1.0,23.95,25.53
E00475,2026-09-10 14:21:00,2026-09-10,Напрямок Г,Дії ДРГ,2.0,48.26,13.22
E00463,2026-09-10 14:23:00,2026-09-10,Напрямок Б,Удар БпЛА,1.0,21.41,22.04
E00454,2026-09-10 15:02:00,2026-09-10,Напрямок Б,Авіаудар (КАБ),4.0,21.62,22.05
E00450,2026-09-10 15:08:00,2026-09-10,Напрямок Б,Авіаудар (КАБ),1.0,17.67,22.8
E00459,2026-09-10 15:27:00,2026-09-10,Напрямок Б,Артобстріл,4.0,18.17,27.13
E00444,2026-09-10 16:55:00,2026-09-10,Напрямок А,Артобстріл,2.0,9.66,32.44
E00442,2026-09-10 17:04:00,2026-09-10,Напрямок А,Дії ДРГ,3.0,7.81,30.04
E00471,2026-09-10 18:11:00,2026-09-10,Напрямок В,Артобстріл,4.0,35.2,19.93
E00460,2026-09-10 18:45:00,2026-09-10,Напрямок Б,Штурмові дії,3.0,12.43,26.4
E00453,2026-09-10 20:01:00,2026-09-10,Напрямок Б,Удар БпЛА,2.0,17.71,24.28
E00470,2026-09-10 21:04:00,2026-09-10,Напрямок В,Артобстріл,1.0,33.17,18.57
E00448,2026-09-10 22:56:00,2026-09-10,Напрямок А,Дії ДРГ,2.0,6.72,34.6
E00477,2026-09-10 23:15:00,2026-09-10,Напрямок Г,Штурмові дії,4.0,53.61,9.16
E00441,2026-09-10 23:45:00,2026-09-10,Напрямок А,Артобстріл,1.0,6.22,30.08
E00493,2026-09-11 00:00:00,2026-09-11,Напрямок Б,Удар БпЛА,2.0,19.9,25.2
E00488,2026-09-11 00:32:00,2026-09-11,Напрямок Б,Удар БпЛА,2.0,20.13,27.24
E00505,2026-09-11 00:39:00,2026-09-11,Напрямок Г,Удар БпЛА,1.0,46.74,10.25
E00489,2026-09-11 00:50:00,2026-09-11,Напрямок Б,Штурмові дії,3.0,17.03,21.19
E00506,2026-09-11 01:22:00,2026-09-11,Напрямок Г,Артобстріл,3.0,50.63,10.1
E00482,2026-09-11 01:46:00,2026-09-11,Напрямок А,Артобстріл,4.0,11.83,29.48
E00497,2026-09-11 02:47:00,2026-09-11,Напрямок Б,Удар БпЛА,2.0,26.11,22.27
E00490,2026-09-11 03:36:00,2026-09-11,Напрямок Б,Артобстріл,2.0,23.14,25.32
E00483,2026-09-11 04:30:00,2026-09-11,Напрямок А,Дії ДРГ,2.0,5.51,31.8
E00491,2026-09-11 04:36:00,2026-09-11,Напрямок Б,Артобстріл,,15.1,22.75
E00496,2026-09-11 05:23:00,2026-09-11,Напрямок Б,Авіаудар (КАБ),3.0,21.19,23.45
E00484,2026-09-11 05:39:00,2026-09-11,Напрямок А,Удар БпЛА,1.0,11.04,27.51
E00487,2026-09-11 05:39:00,2026-09-11,Напрямок Б,Дії ДРГ,2.0,18.38,22.74
E00492,2026-09-11 05:43:00,2026-09-11,Напрямок Б,Удар БпЛА,1.0,21.12,21.02
E00486,2026-09-11 06:58:00,2026-09-11,Напрямок Б,Артобстріл,1.0,18.72,19.93
E00495,2026-09-11 09:06:00,2026-09-11,Напрямок Б,Удар БпЛА,3.0,26.79,22.03
E00502,2026-09-11 09:08:00,2026-09-11,Напрямок В,Артобстріл,3.0,43.0,15.24
E00494,2026-09-11 09:14:00,2026-09-11,Напрямок Б,Удар БпЛА,1.0,22.13,28.52
E00503,2026-09-11 11:21:00,2026-09-11,Напрямок В,Артобстріл,1.0,37.56,19.48
E00504,2026-09-11 11:52:00,2026-09-11,Напрямок В,Удар БпЛА,1.0,38.49,15.69
E00499,2026-09-11 14:19:00,2026-09-11,Напрямок Б,Авіаудар (КАБ),4.0,27.64,21.0
E00485,2026-09-11 16:01:00,2026-09-11,Напрямок Б,Штурмові дії,3.0,16.25,27.88
E00501,2026-09-11 16:08:00,2026-09-11,Напрямок В,Дії ДРГ,1.0,41.3,16.43
E00507,2026-09-11 17:29:00,2026-09-11,Напрямок Г,Артобстріл,1.0,51.31,14.72
E00498,2026-09-11 18:26:00,2026-09-11,Напрямок Б,Штурмові дії,4.0,24.25,26.63
E00500,2026-09-11 20:37:00,2026-09-11,Напрямок Б,Штурмові дії,3.0,16.91,22.28
E00480,2026-09-11 21:53:00,2026-09-11,Напрямок А,Дії ДРГ,1.0,3.64,31.09
E00481,2026-09-11 23:25:00,2026-09-11,Напрямок А,Артобстріл,3.0,6.91,31.61
E00514,2026-09-12 01:34:00,2026-09-12,Напрямок Б,Штурмові дії,4.0,27.67,24.86
E00522,2026-09-12 02:08:00,2026-09-12,Напрямок Г,Удар БпЛА,2.0,49.73,14.31
E00519,2026-09-12 02:30:00,2026-09-12,Напрямок В,Удар БпЛА,5.0,39.14,15.85
E00509,2026-09-12 03:17:00,2026-09-12,Напрямок А,Штурмові дії,4.0,6.81,28.41
E00511,2026-09-12 06:50:00,2026-09-12,Напрямок Б,Удар БпЛА,3.0,21.72,25.29
E00517,2026-09-12 07:04:00,2026-09-12,Напрямок В,Штурмові дії,2.0,32.72,24.24
E00516,2026-09-12 07:07:00,2026-09-12,Напрямок В,Артобстріл,1.0,36.02,21.73
E00513,2026-09-12 08:41:00,2026-09-12,Напрямок Б,Удар БпЛА,3.0,18.87,23.53
E00508,2026-09-12 12:08:00,2026-09-12,Напрямок А,Авіаудар (КАБ),2.0,10.37,33.35
E00515,2026-09-12 15:07:00,2026-09-12,Напрямок В,Артобстріл,2.0,36.37,16.22
E00521,2026-09-12 16:16:00,2026-09-12,Напрямок Г,Артобстріл,2.0,51.85,10.14
E00518,2026-09-12 16:29:00,2026-09-12,Напрямок В,Артобстріл,3.0,42.98,20.2
E00510,2026-09-12 19:36:00,2026-09-12,Напрямок А,Штурмові дії,3.0,7.25,29.21
E00512,2026-09-12 19:51:00,2026-09-12,Напрямок Б,Штурмові дії,2.0,14.77,26.93
E00520,2026-09-12 21:29:00,2026-09-12,Напрямок Г,Дії ДРГ,2.0,52.53,8.78
E00544,2026-09-13 01:17:00,2026-09-13,Напрямок В,Удар БпЛА,1.0,43.02,17.68
E00524,2026-09-13 02:40:00,2026-09-13,Напрямок А,Штурмові дії,4.0,8.8,29.49
E00531,2026-09-13 03:08:00,2026-09-13,Напрямок Б,Удар БпЛА,4.0,17.46,24.84
E00523,2026-09-13 03:15:00,2026-09-13,Напрямок А,Удар БпЛА,1.0,9.85,32.25
E00528,2026-09-13 04:08:00,2026-09-13,Напрямок Б,Артобстріл,2.0,23.91,24.34
E00529,2026-09-13 05:05:00,2026-09-13,Напрямок Б,Удар БпЛА,3.0,17.84,26.53
E00543,2026-09-13 05:25:00,2026-09-13,Напрямок В,Авіаудар (КАБ),3.0,35.87,17.66
E00525,2026-09-13 05:34:00,2026-09-13,Напрямок А,Удар БпЛА,2.0,11.02,27.99
E00536,2026-09-13 06:32:00,2026-09-13,Напрямок Б,Штурмові дії,2.0,16.6,24.66
E00535,2026-09-13 07:09:00,2026-09-13,Напрямок Б,Удар БпЛА,2.0,17.35,22.84
E00537,2026-09-13 07:19:00,2026-09-13,Напрямок Б,Артобстріл,2.0,25.19,22.12
E00538,2026-09-13 08:15:00,2026-09-13,Напрямок В,Артобстріл,1.0,40.48,14.66
E00539,2026-09-13 08:47:00,2026-09-13,Напрямок В,Удар БпЛА,2.0,36.55,21.34
E00545,2026-09-13 09:50:00,2026-09-13,Напрямок В,Штурмові дії,4.0,39.63,17.96
E00526,2026-09-13 10:35:00,2026-09-13,Напрямок Б,Артобстріл,2.0,22.05,19.97
